,ParTIpy_3,ParTIpy_4,ParTIpy_2,ParTIpy_1
ParTI_2,1.3722529558630001,29.990745957851967,31.469674945509404,49.299953175421145
ParTI_1,28.248593550240138,1.5787143256089828,36.4027763984288,52.45152968396785
ParTI_4,28.513129020393464,35.61554617373186,2.54107677788779,54.802124972254354
ParTI_3,44.6679528061077,47.51736223098144,46.18905487363908,8.780073635330163
