,ParTIpy_3,ParTIpy_2,ParTIpy_4,ParTIpy_1
ParTI_2,6.574769646323299,36.45008208823399,34.308445269090285,53.62469129032114
ParTI_4,36.94931500443504,8.437388864632709,43.164952182611195,62.53389812915051
ParTI_1,38.020425920995606,44.722455328554965,8.990839678255158,59.44866563039724
ParTI_3,62.4052948675624,63.23865232236181,64.43130124043569,12.680335409202632
