archetype,PC1,PC2,PC3,PC4
ParTI_1,-7.536786526069053,-11.192331756367189,-6.614222415917896,-2.1872088482787206
ParTI_2,-7.130753887804431,3.025637202039827,15.238480876523603,-4.547530161208509
ParTI_3,-1.5932240273145417,1.8068225287046098,-1.4644826545962584,13.742595150747409
ParTI_4,-1.07978096140167,20.878665517084308,-9.733517629189167,-6.797152751233212
ParTI_5,17.283507089517325,-1.590303095093991,0.9514829325694304,-1.9458021523561162
