archetype,PC1,PC2,PC3
ParTI_1,-18.026595956489007,20.298639244432962,15.48480521966864
ParTI_2,-8.892852911551628,-17.452578764569626,-1.0532174946044142
ParTI_3,6.3785088346507965,24.350589395623008,-49.68334372419694
ParTI_4,27.34934546697559,-0.9965281562967998,12.813640950702945
