archetype,PC1,PC2,PC3
ParTI_1,-12.652009538201343,13.480396800824744,9.743606700049465
ParTI_2,-5.900366349900799,-11.890726788817753,-1.578113321908791
ParTI_3,4.849693622005976,16.68010782938129,-33.02845511684691
ParTI_4,19.34558098504054,-0.2853175535733647,7.7109603068744725
