archetype,PC1,PC2,PC3,PC4
ParTI_1,-4.05207584347076,-5.988109777344507,-5.392882435381462,0.5935061101921545
ParTI_2,-3.0617195528688432,-2.2061671865319186,7.3210241205378255,-1.0007143376988457
ParTI_3,-1.7595564982117597,5.702876016758593,-1.425517570624401,-2.7853615678755905
ParTI_4,1.9153752417379875,3.0069005658427113,0.3645566881020803,8.631388373530788
ParTI_5,9.109405893374642,-2.333398909448847,-0.17017336730801808,-1.9737187372227019
