,ParTIpy_1,ParTIpy_3,ParTIpy_5,ParTIpy_2,ParTIpy_4
ParTI_3,0.823660332721998,11.803328259641072,10.276349171139186,5.626224249153508,11.558714610001998
ParTI_1,12.223789665764706,1.3076354328550788,11.990325458655384,10.730504494226754,14.046939408413811
ParTI_2,11.46591111623235,12.102559696662793,1.8574686478691267,8.553873294966424,13.315414196289552
ParTI_4,5.275900458038311,11.180849967421498,8.286770938783723,1.969782078642062,6.962384964705474
ParTI_5,13.994656446029397,13.63380596761003,12.89133579386955,8.897911380225624,2.134442295914338
