,ParTIpy_4,ParTIpy_1,ParTIpy_2,ParTIpy_5,ParTIpy_3
ParTI_3,2.540520345907548,23.931072499072066,18.429279219863627,28.142399076458332,19.543264422270173
ParTI_5,27.588407913707208,3.640836101931487,35.52255362936302,44.839404358599396,35.36829627398186
ParTI_1,21.500270750648546,36.53355986854269,5.002623642822726,46.188187858215116,32.93686244695788
ParTI_4,30.822915927972247,43.202404142986026,46.61399998553903,5.354088339234776,44.18251263187844
ParTI_2,28.658706782347487,39.136148827300495,34.94702447076322,42.21650180418296,7.501428083611286
