,ParTIpy_1,ParTIpy_2,ParTIpy_4,ParTIpy_5,ParTIpy_3
ParTI_5,1.5077209835799912,26.1680002552871,18.615036002726267,30.563149918259683,26.564131435368335
ParTI_1,26.52275833385042,1.7286434637068797,13.725216361550734,32.353822497664865,23.045349129607548
ParTI_3,17.843701357959066,13.979827864176569,1.991149397583813,19.67846944229503,15.07288632817051
ParTI_4,29.662294613895767,32.332202061882704,22.261029012865404,2.950961771007411,30.449636642037003
ParTI_2,27.526187023415147,24.802369932595482,18.577982710329255,28.82074742659169,3.17756595218087
